368,163,752,163,752,234,368,234,0.999694
336,119,800,119,800,185,336,185,0.9996892
272,435,752,435,752,494,272,494,0.99967027
512,318,688,318,688,356,512,356,0.99966097
288,212,800,212,800,280,288,280,0.9996518
288,306,432,306,432,343,288,343,0.99964297
192,462,784,462,784,537,192,537,0.99964297
320,50,800,50,800,114,320,114,0.9996377
400,85,720,85,720,134,400,134,0.9996301
320,246,624,246,624,294,320,294,0.99962854
272,346,784,346,784,411,272,411,0.9996247
